URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/house/11021906,"1 Keate Place, Mt Wellington","$750 per week, available now","Spacious 3 Bedroom Home In Mt Wellington

Step into comfort with this stunning, standalone home superbly positioned in the heart of Mt Wellington. Bright and spacious, this well looked after home with a large section is perfect for families or professionals seeking convenience and space.

Property Overview:
- 3 double bedrooms
- 1 modern bathroom
- Spacious lounge opens on to a sunny patio area
- Kitchen & dining area combined which opens onto a sunny deck.
- double garage & additional off-street parking
- front and back yard
- stand alone home
- Convenient location
- 4 minute drive to Sylvia Park Shopping Centre and public transport

Available NOW

Move In Costs
$750 - First week rent
$3,000 - Bond
-------------
$3,750 Total

No smoking allowed, Pets Negotiable.

Read more",Kurtis Thompson : 027836 1861
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/house/11023929,"2a/47 Stanhope Road, Mt Wellington","$750 per week, available now","For Rent – 2A/47 Stanhope Road, Mount Wellington

This beautifully renovated home offers modern living in a highly convenient location – perfect for tenants seeking comfort, space, and lifestyle.

Featuring three large double bedrooms, each with built-in wardrobes. this home is designed for easy everyday living. The spacious designer family bathroom includes a luxurious bath, with the added convenience of a separate WC – ideal for families or shared living.

At the heart of the home is the stunning renovated kitchen, complete with a generous engineered stone island and sleek induction cooktop. The open-plan living flows effortlessly onto a North-East facing entertainers’ balcony, offering a peaceful outlook and plenty of space to enjoy a summer barbecue with friends.

Located within walking distance to local cafés, the Lunn Avenue Shops, and Mount Wellington, you’ll also be just a short 7-minute drive to Sylvia Park and have easy access to motorways heading both north and south. The popular beaches and eateries of St Heliers, Kohimarama, and Mission Bay are all approximately 15 minutes away.

This is low-maintenance living in a fantastic location.

Move in costs:
4 weeks bond
2 weeks rent in advance

Get in touch today to arrange a viewing!

Read more",Daniel Slater : 027257 5681
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/unit/30004911,"11/9 Mountain Road, Mt Wellington","$600 per week, available now","Two Bedroom Unit in Central Mt Wellington

Tucked away in a quiet, sunny setting, this newly renovated 2-bedroom home is a true hidden gem. Enjoy a lovely green outlook toward Mt Wellington, along with an easy-care garden that adds to the peaceful feel of the property. Conveniently located, the home is just moments from the train and bus station, Sylvia Park, and key motorway interchanges—making everyday commuting and shopping a breeze.

Inside, the home is light, bright, and welcoming, featuring gorgeous polished floors and a modern kitchen fitted with quality appliances. Both bedrooms are well-sized, and year-round comfort is ensured with a heat pump. Fibre internet is available, and the property is fully fenced for added privacy and security.

** Water included
** No pets allowed
** No smokers

TOTAL MOVE IN COST:

1 week rent + 4 weeks' bond

TO VIEW: Find the property online at https://www.barfoot.co.nz/branches/greenlane/rentals. Click the BOOK A VIEWING link and register to view. Upon registration, you will receive a confirmation email/text with more information regarding the viewing.

Beware of scams! Barfoot and Thompson do not ask for money up front until you have seen the property inside and out by a staff member who will be wearing ID and travel in a sign-written vehicle. They will then provide a full tenancy agreement for signing before the money is collected. If unsure, please pop into our branch and see us in person.

LANDLORDS: Barfoot and Thompson Greenlane offers full property management services. Please give me a call to discuss your requirements on 0212267616 or email c.lu@barfoot.co.nz

Read more",Coco Lu : 021226 7616
https://www.barfoot.co.nz/property/rental/auckland-city/new-windsor/townhouse/11016414,"73B New Windsor Road, New Windsor","$845 per week, available now","Modern 4-Bedroom Townhouse for Rent in New Windsor

Modern 4-Bedroom Townhouse for Rent in New Windsor

Welcome to 73 New Windsor Road, a modern 4-bedroom townhouse that combines style and comfort. This brand-new property boasts a contemporary design with modern features throughout.

Located in the heart of New Windsor, the townhouse offers easy access to the motorway, supermarkets, and shops, ensuring a convenient and connected lifestyle.

The ground floor features three spacious bedrooms, all with large windows welcoming plenty of natural sunlight. A modern bathroom is conveniently situated on this floor, along with a single internal garage.

On the second floor, you'll find a master bedroom with an en-suite bathroom that includes a luxurious bathtub. The second floor also hosts an open-plan kitchen, dining, and living area that opens out to a decent-sized deck, providing a private space for outdoor relaxation.

Moreover, this property boasts premium features:

Bose Home Surround Sound System: Immerse yourself in high-quality audio with the included Bose Home Surround Sound System, perfect for enhancing your entertainment experience.

Home Ventilation System: Enjoy fresh and clean air year-round with the built-in Home Ventilation System, ensuring optimal air circulation throughout the property.

German Suchuco Windows for Sound Insulation: Experience peace and quiet indoors with German Suchuco Windows that provide excellent sound insulation, creating a serene environment for relaxation and rest.

An automatic gate provides tenants-only access, enhancing the security of the property.

Don't miss the opportunity to make this brand-new 4-bedroom townhouse your home. For viewings or additional information, please contact us at 027 836 5085.

Total moving in cost:
1 week rent in advance
4 weeks rent for bond

Please register for veiwings. This can be done by going to the listing on our website at Barfoot & Thompson Blockhouse Bay - https://www.barfoot.co.nz/branches/blockhouse-bay?tab=ForRent or email me direct on s.liu8@barfoot.co.nz (TXT: 027 836 5085)

Are you a Landlord keen to have the best Property Manager look after your investment? Then get in touch today and experience the Barfoot and Thompson difference
(09) 626 4872 | 027 836 5085

Read more",Stanley Liu : 027836 5085
https://www.barfoot.co.nz/property/rental/auckland-city/onehunga/unit/11011114,"3/8 Inkerman Street, Onehunga","$595 per week, available now","Brick and Tile in Onehunga

Fabulous two bedroom unit in Onehunga - perfect for couples or a small family of three looking for a cosy and stylish space.

Key Features:
Two bedrooms
Functional bathroom with separate toilet
Spacious front deck
Well-equipped kitchen
Convenient location

You'll enjoy the convenience of nearby amenities, including shops, restaurants, parks, and schools.

Pets by Consent.

Move in costs:
1 week rent
4 weeks bond

Read more",Jericho Asi : 027312 8775
https://www.barfoot.co.nz/property/rental/auckland-city/onehunga/unit/11024318,"2/43 Spring Street, Onehunga","$550 per week, available now","2 BEDROOM BRICK AND TILE UNIT IN ONEHUNGA

This unit sits in the heart of Obehunga with 2 bedrooms and 1 bathroom. Open plan kitchen, dining, and living area.

One single carport and off-street parking, close to the train station and Onehunger Dresss mark.

A short 5-minute drive to SH20 for quick access to the south and the Waterview tunnel

Move in costs: four weeks bond, one week rent

Please do not enter the property at any time without the agent present.

VIEWING: Please register for the viewings online. This can be done by going to the listing on our website at https://www.barfoot.co.nz/branches/mt-albert#?tab=ForRent
Select the property and click on Book a viewing time towards the top right of the listing. If there is not a suitable viewing time please register and we will notify you of the next viewing times.

BEWARE OF SCAMS! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle.

They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

Read more",Sissi Shi : 027563 3243
https://www.barfoot.co.nz/property/rental/auckland-city/otahuhu/unit/31000525,"2/27 Jane Cowie Avenue, Otahuhu","$290 per week, available now","1 Bedroom Unit in Otahuhu - Avaiable now!

One-bedroom ground floor unit in a block of five, with one off-street carpark. Rent includes water and lawn maintenance.

Conveniently located close to schools, shopping centres, local amenities and public transport

Available now.

Pets may be considered upon request.

***To register for viewings please click on ""book a viewing time"" on the Barfoots website, enter your contact details and you will automatically be updated when viewing time is available** to speed up the application process you can now apply online on the Barfoot & Thompson website!

You can now download our new Barfoot & Thompson app from the App store (For Iphone users only). This will allow you to view, apply and book viewing times for rental properties from your phone! Try it now.

Read more",Andy Liu : 027302 3905
https://www.barfoot.co.nz/property/rental/auckland-city/pt-england/house/30003504,"20 Ropata Avenue, Pt England","$750 per week, available now","Your Next Home Awaits - Point England

This character 4-bedroom, 1-bathroom home in Pt England offers comfortable family living in a convenient location. The property features three double bedrooms and one single bedroom, separate living and dining areas, a modern kitchen and bathroom, and polished timber floors throughout. Outside, there is a fenced courtyard and off-street parking for up to three cars. The home is also Healthy Homes compliant.

Ideally located within walking distance to Glen Innes shops and the train station, with Lunn Ave and Panmure shopping centres less than 10 minutes away. Enjoy nearby outdoor spaces as well, including the beautiful Waiotaiki Nature Reserve and shoreline walk just down the road.

TOTAL MOVE IN COST:

1 week rent + 4 weeks' bond

TO VIEW: Find the property online at https://www.barfoot.co.nz/branches/greenlane/rentals. Click the BOOK A VIEWING link and register to view. Upon registration, you will receive a confirmation email/text with more information regarding the viewing.

Beware of scams! Barfoot and Thompson do not ask for money up front until you have seen the property inside and out by a staff member who will be wearing ID and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

LANDLORDS: Barfoot and Thompson Greenlane offers full property management services. Please give me a call to discuss your requirements on 0212267616 or email c.lu@barfoot.co.nz

Read more",Coco Lu : 021226 7616
https://www.barfoot.co.nz/property/rental/auckland-city/remuera/unit/11024399,"2/262 Victoria Avenue, Remuera","$650 per week, available now","Your Sunny Sanctuary in Heart of Remuera

The Property Highlights
Sun-Soaked Spaces: Large windows capture all-day sun, keeping the unit bright, warm, and inviting.

Comfort: A well-proportioned double bedroom with built-in storage and an open-plan living area.

Prime Location: Situated at 2/262 Victoria Avenue, you are just a short stroll from the vibrant Remuera Village, local cafes, and luxury boutiques.

Easy Transit: Excellent access to public transport and motorways, making for a seamless commute to the CBD or Newmarket.

Read more",Daniel Morris-Seymour : 027405 2505
https://www.barfoot.co.nz/property/rental/auckland-city/remuera/unit/11024428,"3/274 Victoria Avenue, Remuera","$700 per week, available now","DGZ Excellence: 2 Bedroom Beauty on Victoria Avenue

2 Bed | 1 Bath | 1 Parking

This charming brick unit offers the perfect balance of privacy and accessibility. With a practical layout and low-maintenance upkeep, it’s ready for you to move in and make it your own.

The Highlights
Solid Brick Construction: Stay cool in the summer and cozy in the winter with this durable, classic build.

Two Bedrooms: Both rooms offer ample natural light and built-in storage.

Functional Living: A well-sized lounge area that flows into a tidy kitchen space.

Parking Included: Say goodbye to street-parking stress with your own dedicated parking space.

Education at Your Doorstep: Located within a short stroll of both Victoria Avenue School and Baradene College.

Prime Location: Situated on the prestigious Victoria Avenue, you’re just minutes away from local cafes, shops, and public transport links.

You're welcome to register your interest, select a viewing time or apply online via our website. https://tinyurl.com/btremuera - Make sure you click on 'Book a viewing'.
Please contact Rebecca 027 570 7700 with any questions.

Read more",Rebecca Popovic : 027570 7700
https://www.barfoot.co.nz/property/rental/auckland-city/st-heliers/house/38002030,"94 Grampian Road, St Heliers","$1,350 per week, available 12th March","The Best of the Bays

Sunny modern living with great indoor/outdoor flow.

Features:
- 4 double bedrooms with the master being on the lower level with a walk-in wardrobe and modern ensuite, 3 double bedrooms upstairs with the main bathroom beautifully appointed
- Wonderful chef's kitchen with top-of-the-line Euro appliances and family room combined
- The large living room flows to the rear courtyard section that is quite private
- Separate laundry and guest toilet downstairs
- Large double garage with internal access
- Sunny outdoor entertaining patio and play area

Location:
- In zone for St Thomas School, St Ignatius School, Baradene College
- Close to St Heliers beach, parks and cafes

Avaliable: 20th March

You're welcome to register your interest, select a viewing time or apply online via our website. https://tinyurl.com/btremuera - Make sure you click on 'Book a viewing'.

LANDLORDS: We offer free rental appraisals along with a full comprehensive property management service and we are always happy to discuss the changes to legislation that may affect you. ie: healthy homes compliance, etc. Please email Karen Rodie on k.rodie@barfoot.co.nz

Read more",Karen Rodie : 027886 0376
https://www.barfoot.co.nz/property/rental/auckland-city/st-johns/house/11024504,"152 Norman Lesser Drive, St Johns","$1,380 per week, available now","Stunning 5-Bedroom Family Home in St Johns, Auckland

Experience the perfect blend of space, sunlight, and modern living in this beautiful 5-bedroom, 3-bathroom home, perfectly suited for families or professionals looking for comfort and style.

Property Features:
-5 spacious bedrooms, including 2 with ensuite bathrooms
-3 modern bathrooms
-Huge open-plan living area with an open kitchen and a cozy family room
-3 sunny balconies offering plenty of outdoor space
-Abundant natural light thanks to large skylight windows
-Plenty of storage throughout the home
-Double garage providing secure parking for 2 cars

Location Highlights:
-Situated in the St Thomas School, Glendowie College and Selwyn College Zone – perfect for families
-Close to Meadowbank Mall and Lunn Ave shops for everyday convenience
-Easy access to the motorway for quick commutes

Additional Details:
*Water included in the rent
*Garage accommodates 2 cars, no parking directly outside the garage, but plenty of roadside parking available

This property is designed for those who love bright, airy spaces, modern convenience, and a fantastic family-friendly location.

Move In Cost ;
Rent - $2760.00 (2 weeks)
Bond - $5520.00 (4 weeks)

No smokers

To speed up the application process, you can now apply online on the Barfoot & Thompson website!

Don't miss out on the opportunity to live in this fantastic property. Contact us today to arrange a viewing.

*** To register for viewings please click on ""book a viewing time"" on the Barfoot & Thompson Meadowbank website, enter your contact details and you will automatically be updated when viewing times are available ***
----------------------
Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on roadside and do not park on driveway.

For further listings, please refer to the link below

http://www.barfoot.co.nz/Branches/meadowbank/Rentals

Landlords:
Barfoot and Thompson Meadowbank offers Rental Appraisals and Full Property Management Solutions. Please give us a call today to discuss your Property Management

Read more",Aria Chow : 027431 9532
https://www.barfoot.co.nz/property/rental/auckland-city/stonefields/apartment/11019074,"108/3 Bluegrey Avenue, Stonefields","$550 per week, available now","FULLY FURNISHED ONE BEDROOM APARTMENT

This fully furnished one bedroom apartment is waiting for YOU! Featuring an open plan living and kitchen space, spacious bedroom, separate study area, a bathroom, laundry and a private balcony. This property is only a stones throw away from local restaurants and cafes, local sport grounds/reserves and plenty of other amenities! Great for professionals.


Property Overview:
- Fully furnished
- One bedroom
- One bathroom
- One secure carpark + plenty of on street car parks
- Open plan living and dining area
- Popular location


Move In Costs:
First Weeks Rent- $550.00
Bond - $2,200.00
Total - $2,750.00

No smoking allowed

Read more",Sophie Orr : 027404 5659
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/house/11018257,"5 Mandival Avenue, Flat Bush","$840 per week, available now","Brick & Tile 4 Bedroom in Flat Bush

***To register for viewings please click on ""book a viewing time"" on the Barfoots website, enter your contact details and you will automatically be updated when a viewing time is available***

!!! AVAILABLE NOW !!!
This well-presented 4-bedroom, 2-bathroom home with double internal access garage offers spacious, modern living with an open-plan kitchen, living, and dining area, three heat pumps, and near-new carpet (under two years old) for year-round comfort. Ample parking is provided with a double garage plus four additional off-street spaces, and a garden shed adds extra storage convenience.

Perfectly positioned in a highly convenient location, the home is within a 5-minute walk to Mission Heights Primary School and Mission Heights Junior College, close to local restaurants and takeaways, and zoned for Ormiston Senior College and Sancta Maria College—making it an ideal choice for families seeking comfort, space, and top school zones.

Move in costs required in advance;
2 weeks rent: $1680
4 weeks bond: $3360
Total = $5040.00

For more info please contact;
Yuchen Lu - (027 886 2461)
y.lu@barfoot.co.nz

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on roadside and do not park on driveway.

For further listings, please refer to the link below
http://www.barfoot.co.nz/Branches/howick/Rentals

Landlords:
Barfoot and Thompson Howick offers Rental Appraisals, Casual Letting and Full Property Management Solutions. Please give us a call today to discuss your Property Management requirements.
Ph: 09 535 8762
E: howick.rental@barfoot.co.nz

Beware of Scams: Barfoot & Thompson does not ask for money in emails without undertaking the full application process, checks and tenancy agreements being drawn up. Payment can be made at a branch or to our BNZ account supplied inside the tenancy agreement. If you are unsure if a request is legitimate, please phone the branch and check with the Property Manager.

*** Please register online at barfoot.co.nz for available viewing times ***

Read more",Yuchen Lu : 027886 2461
